url,nama,perguruan_tinggi,program_studi,bidang,sinta_score_overall,sinta_score_3yr,affil_score_overall,affil_score_3yr
https://sinta.kemdiktisaintek.go.id/authors/profile/129111,SULISWORO KUSDIYATI,Universitas Islam Bandung,Unknown,"Psikologi, Psikologi Perkembangan, Psikologi Pendidikan, Psikologi Klinis Anak, Kecerdasan",550,224,559,224
https://sinta.kemdiktisaintek.go.id/authors/profile/5985185,RAKHMAT PURNOMO,Universitas Bhayangkara Jakarta Raya,S1 - Informatika,"Artificial Intelligence, Data science, Software Engineering, Computer netowork",458,252,458,252
https://sinta.kemdiktisaintek.go.id/authors/profile/6115448,MERI SRI WAHYUNI,Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,S1 - Sistem Informasi,"data mining, expert system, embed system",161,96,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5997122,AMIR MURTAKO,Universitas Pancasila,S1 - Teknik Informatika,Artificial Intelligence,204,53,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5998758,RAHMAD AL RIAN,Universitas Muhammadiyah Riau,S1 - Pendidikan Informatika,"Information Technology, Data Analyst, Big Data, artificial intelligence",45,4,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6734528,AMINUDDIN INDRA PERMANA,Universitas Pembangunan Panca Budi,S1 - Sistem Komputer,"Data Mining, Kriptografi, Kecerdasan Buatan",184,129,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6748562,YUYUN KHAIRUNISA,Politeknik Negeri Media Kreatif,D4 - Teknologi Permainan,"Artificial Intelligence, Interactive Digital Media, Digital Games, Data Science",951,500,1.070,565
https://sinta.kemdiktisaintek.go.id/authors/profile/3494,EKO DARMANTO,Universitas Muria Kudus,S1 - Sistem Informasi,"Basis Data, Kecerdasan Buatan, Soft Computing",478,150,478,150
https://sinta.kemdiktisaintek.go.id/authors/profile/5976224,I GEDE PARTHA SINDU,Universitas Pendidikan Ganesha,S1 - Pendidikan Teknik Elektro,"Multimedia, Educational Technology, Virtual Reality, Augmented Reality, Artificial Intelligence",1.256,339,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6730487,VENY CAHYA HARDITA,STMIK Palangka Raya,S1 - Teknik Informatika,kecerdasan buatan,181,122,181,122
https://sinta.kemdiktisaintek.go.id/authors/profile/6095138,RITA HAMDANI,Sekolah Tinggi Manajemen Informatika dan Komputer Triguna Dharma,S1 - Sistem Informasi,"Sistem Pendukung Keputusan, Sistem Pakar, Kecerdasan Buatan",270,118,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6023445,AHMAD RIO ADRIANSYAH,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,S1 - Teknik Informatika,"Artificial intelligence, Data science, Machine learning, Evolutionary systems",164,56,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6001360,MUHAMMAD ARHAMI,Politeknik Negeri Lhokseumawe,D4 - Teknik Informatika,"Data Mining, Machine Learning, Artificial Intelligence, Data Science, Software Engineering",1.423,562,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6155609,SUWARNO,Universitas Internasional Batam,S1 - Sistem Informasi,"Computer Science, Data Science, Machine Learning, Artificial Intelligence",780,336,780,336
https://sinta.kemdiktisaintek.go.id/authors/profile/6755583,YULIANA,Institut Shanti Bhuana,S1 - Teknologi Informasi,"Teknologi Informasi, Artificial Intelligence, Expert System, Machine Learning",472,184,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6042792,KHAIRI BUDAYAWAN,Universitas Negeri Padang,S1 - Pendidikan Teknik Elektronika,"Artificial Intelligence, Electronics System",847,435,847,435
https://sinta.kemdiktisaintek.go.id/authors/profile/6751626,MOCH. ANANG KARYAWAN,Universitas Hayam Wuruk Perbanas,S1 - Informatika,"Informatika, Manajemen, Kecerdasan Buatan, Sistem Informasi, Jaringan Komputer",314,228,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6904799,R. RIZKY KHAERUL MAULANA RAKASIWI,Universitas Sains dan Teknologi Komputer,S1 - Sistem Komputer,"Data Science, IoT, Cyber Sec, Cloud & Computer Network, AI",21,21,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6828823,BASRI UMAR,Universitas Gorontalo,S1 - Teknologi Informasi,"Rekam Medis dan Informasi Kesehatan, AI, Mobile Enggineer",205,61,16,7
https://sinta.kemdiktisaintek.go.id/authors/profile/5996601,DWI HARINI SULISTYAWATI,Universitas 17 Agustus 1945 Surabaya,S1 - Teknik Robotika dan Kecerdasan Buatan,"artificial intelligence, pattern recognition",178,40,178,40
https://sinta.kemdiktisaintek.go.id/authors/profile/6905679,CHANDRA FAUZI,Universitas Tanjungpura,S1 - Pendidikan Bahasa Inggris,"Digital Learning, Autonomy, TEYL, AI",58,23,58,23
https://sinta.kemdiktisaintek.go.id/authors/profile/6925678,HADI PERMANA,Akademi Digital Bandung,D4 - Teknologi Rekayasa Perangkat Lunak,"natural language processing, AI, Machine Learning",5,1,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5973733,DIEMA HERNYKA SATYARENI,Universitas Pesantren Tinggi Darul ulum,S1 - Sistem Informasi,"IT Governance, DSS, Strategic Information System, Artificial Intelligent",212,94,212,94
https://sinta.kemdiktisaintek.go.id/authors/profile/6620438,KANDA JANUAR MIRASWAN,Universitas Sriwijaya,S1 - Teknik Informatika,"Artificial Intelligence, Image Processing",233,67,154,74
https://sinta.kemdiktisaintek.go.id/authors/profile/6795566,DOMS UPUY,Universitas Pattimura,S1 - Ilmu Komputer,"Fuzzy Logic, Artificial Intelligence, Computational Intelligence",109,62,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6685195,YULIA ERY KURNIAWATI,Universitas Bina Nusantara,S1 - Sistem Informasi,"imbalance learning, data mining, machine learning, artificial intelligence",737,382,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5980122,RIVALRI KRISTIANTO HONDRO,Universitas Satya Terra Bhinneka,S1 - Informatika,"Artificial Intelligence, Cryptography, Decision Support System, Green IT, IoT",539,73,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6091295,YANUAR NURDIANSYAH,Universitas Jember,S1 - Teknologi Informasi,"Artificial intelligence (AI), cryptography, Human-computer interaction (HCI)",793,174,793,174
https://sinta.kemdiktisaintek.go.id/authors/profile/6674941,SIMON PRANANTA BARUS,Universitas Matana,S1 - Teknik Informatika,"Software Engineering, Artificial Intelligence, Database System, Information System, Theology",347,127,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6003561,NOVIE AYUB WINDARKO,Politeknik Elektronika Negeri Surabaya,S3 Terapan - Sistem Siber-Fisik,"Power Electronics, Renewable Energy, Artificial Intelligence",1.813,414,1.813,414
https://sinta.kemdiktisaintek.go.id/authors/profile/6029979,ERLANGGA,Universitas Bandar Lampung,S1 - Sistem Informasi,"Decision Support System, Virtual Reality, Augmented Reality, Artificial Intelligence, Expert System",472,154,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5982668,NIA KURNIATI,Universitas Muslim Indonesia,S1 - Teknik Informatika,"Rekayasa Perangkat Lunak, Artificial Intelligence",390,73,574,161
https://sinta.kemdiktisaintek.go.id/authors/profile/5975715,INDRAZNO SIRADJUDDIN,Politeknik Negeri Malang,D4 - Teknik Elektronika,"Artificial Intelligence, Robotics and Control Systems",2.512,840,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6770229,ANDI WIDYA MUFILA GAFFAR,Universitas Muslim Indonesia,S1 - Teknik Informatika,"Data mining, Artificial Intelligence",501,396,712,538
https://sinta.kemdiktisaintek.go.id/authors/profile/5982697,HILDA WIDYASTUTI,Politeknik Negeri Batam,D3 - Teknik Informatika,"artificial intelligence, text mining, data mining",151,83,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6955669,NUR WAHYU HIDAYAT,Universitas Muhammadiyah Brebes,Unknown,"machine learning, data mining, kecerdasan buatan",5,3,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/158353,SHOFIYA SYIDADA,Universitas Wijaya Kusuma Surabaya,S1 - Informatika,"Artificial Intelligence, digital image processing, data mining",216,50,216,50
https://sinta.kemdiktisaintek.go.id/authors/profile/6128603,ANDRY HAIDAR,Politeknik Negeri Bandung,D3 - Teknik Telekomunikasi,"Expert System, Artificial Intelligent, Brain Computing Interface",62,32,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6014281,SUSANTO RAHARDJA,Universitas Raharja,S2 - Teknik Informatika,"Multimedia Processing, Machine Learning, Artificial Intelligence, Data Science, Security",10.316,657,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6778385,ANDREAS NUGROHO SIHANANTO,Universitas Pembangunan Nasional Veteran Jawa Timur,S1 - Informatika,"artificial intelligence, cybersecurity, networking",743,499,761,499
https://sinta.kemdiktisaintek.go.id/authors/profile/6784948,DENNY HERMAWANTO,Badan Riset dan Inovasi Nasional,Unknown,"Acoustics and Vibration, Metrology, Artificial Intelligence, Signal Processing",477,246,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5993091,SURYA SUMPENO,Institut Teknologi Sepuluh Nopember,S1 - Teknik Komputer,"eXtended Reality, Machine Learning, CHI-UX, Artifical Intelligence, Natural Language Processing",2.911,429,2.911,429
https://sinta.kemdiktisaintek.go.id/authors/profile/6846598,YULEF DIAN,Politeknik Lembaga Pendidikan dan Pengembangan Profesi Indonesia,D3 - Manajemen Informatika Kampus Kota Padang,"Artificial Intelligence, Information System, Information Technology",14,13,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6057396,DIAN NOVA KUSUMA HARDANI,Universitas Muhammadiyah Purwokerto,S1 - Teknik Elektro,"Signal Processing, Image Processing, Artificial Intelligence, Biomedical Engineering",357,142,346,140
https://sinta.kemdiktisaintek.go.id/authors/profile/6932383,WAHYU RAMADHANI GUSTI,Universitas Andi Djemma Palopo,Unknown,"artificial intelligence, embedded system, electronics, informatics",46,27,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6713332,FEBRI LIANTONI,Universitas Sebelas Maret,S1 - Pendidikan Teknik Informatika & Komputer,"Data Mining, Pengenalan Pola, Kecerdasan Buatan, Pengolahan Citra",1.113,320,1.113,320
https://sinta.kemdiktisaintek.go.id/authors/profile/5990597,HILMAN FERDINANDUS PARDEDE,Badan Riset dan Inovasi Nasional,Unknown,"Speech and signal processing, (robust) speech recognition, speech enhancement, Artificial Intelligence, Machine Learning",1.786,547,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5986811,GUNAWAN,Institut Sains dan Teknologi Terpadu Surabaya,S2 - Teknologi Informasi,"Artificial Intelligence, Natural Language Processing, Web Mining, Data Mining, Machine Learning",1.321,366,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6822592,EVI MARTININGSIH,Akademi Angkatan Laut Surabaya,Unknown,"Teacher Professional Identity, ESP, ELT, AI, Education",102,58,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6720306,SAMSIR,Universitas Al Washliyah,S1 - Teknik Informatika,"Teknik Informatika, Artificial Intelligence, Android, Vocational Education",316,79,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6864868,HERJUNA ARDI PRAKOSA,Universitas Perwira Purbalingga,S1 - Informatika,Artificial Intellegence,9,2,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/207527,HARNEDI MAIZIR,Sekolah Tinggi Teknologi Pekanbaru,S1 - Teknik Sipil,"Artificial Intelligence, Pile Foundation in Civil Engineering",1.530,548,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5974666,MINARNI,Institut Teknologi Padang,S1 - Teknik Informatika,"Artificial Intelligence, Image Processing, Expert System",521,123,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6008392,ARYATI WURYANDARI,Universitas Widya Dharma,D3 - Manajemen Informatika,"multimedia, animasi, pengolahan citra, kecerdasan buatan",42,20,42,20
https://sinta.kemdiktisaintek.go.id/authors/profile/6779481,FELLIKS FEITERS TAMPINONGKOL,Universitas Bunda Mulia,S1 - Informatika,"Artificial Intelligence, Machine Learning, Computer Vision, Expert System",162,64,259,151
https://sinta.kemdiktisaintek.go.id/authors/profile/6734573,NOVIA HASDYNA,Universitas Islam Kebangsaan Indonesia,S1 - Informatika,"Computational Theory, Artificial Intelligence, Machine Learning, Optimization, Computer Science",1.422,704,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6917840,RIZKI RAMADHANSYAH,Politeknik Wilmar Bisnis Indonesia,D4 - Teknologi Rekayasa Perangkat Lunak,"Machine Learning, Artificial Intelligence",4,3,4,3
https://sinta.kemdiktisaintek.go.id/authors/profile/6798912,SEMMY WELLEM TAJU,Universitas Klabat,S1 - Sistem Informasi,"Machine learning, Bioinformatics, Artificial Intelligence",781,365,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6017940,TARPIN JUANDI,Universitas Hamzanwadi,S1 - Pendidikan Fisika,"Physics educatin, Sains education, HOTs, Virtual laboratory, Artificial intelligence",137,59,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5974661,MUTIANA PRATIWI,Universitas Putra Indonesia Yptk Padang,S1 - Sistem Informasi,"Expert System, Data Mining, Multimedia",310,115,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5974573,GUNAWAN BUDI SANTOSO,Politeknik Maritim Negeri Indonesia,D4 - Teknologi Rekayasa Mekatronika,"information systems, decision support systems, artificial intelligence",165,97,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6753445,KAHARUDDIN,Universitas Universal,S1 - Teknik Perangkat Lunak,"Artificial Intelligence, Game Development",600,422,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5975640,SAIFUL BUKHORI,Universitas Jember,S1 - Teknologi Informasi,Artificial Intelligence,1.395,317,1.395,317
https://sinta.kemdiktisaintek.go.id/authors/profile/260418,MUHAMAD KOMARUDIN,Universitas Lampung,S1 - Teknik Informatika,"Artificial Intelligence, Computer Vision, Embedded Systems",1.105,363,1.105,363
https://sinta.kemdiktisaintek.go.id/authors/profile/6028854,M. ZAINAL ARIFIN,Universitas Negeri Malang,S1 - Teknik Informatika,"Artificial Intelligence, Data Mining, Mobile Apps",581,210,581,210
https://sinta.kemdiktisaintek.go.id/authors/profile/5977769,DUMAN CARE KHRISNE,Universitas Udayana,S1 - Teknik Elektro,"Image Processing, Data Mining, Artificial Intelligence, Computer Vision",572,135,572,135
https://sinta.kemdiktisaintek.go.id/authors/profile/6703571,JULIA PURNAMA SARI,Universitas Bengkulu,S1 - Sistem Informasi,"expert system, decision support system",300,161,300,161
https://sinta.kemdiktisaintek.go.id/authors/profile/259988,DWI NORMAWATI,Universitas Ahmad Dahlan,S1 - Informatika,"Datamining, Artificial Intelegence, decision support system, machine learning",386,157,386,157
https://sinta.kemdiktisaintek.go.id/authors/profile/5974814,KHAFIIZH HASTUTI,Universitas Dian Nuswantoro,D4 - Animasi,"Artificial Intelligent, Data Mining",842,225,842,225
https://sinta.kemdiktisaintek.go.id/authors/profile/6721255,TEGUH ARIFIANTO,Politeknik Perkeretaapian Indonesia Madiun,D3 - Teknologi Elektro Perkeretaapian,"Teknologi Elektro Perkeretaapian, Teknik Informatika, Artificial Intelligence, Pengolahan Citra",1.128,531,1.128,531
https://sinta.kemdiktisaintek.go.id/authors/profile/6792751,REZA RAHUTOMO,Universitas Bina Nusantara,S1 - Sistem Informasi,"Artificial Intelligence, Deep Learning, Machine Learning",651,415,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6090439,MOHAMMAD ARIF RASYIDI,Universitas Internasional Semen Indonesia,S1 - Informatika,"Artificial Intelligence, Machine Learning, Intelligent System, Evolutionary Computation",449,63,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/47152,HAVILUDDIN,Universitas Mulawarman,S1 - Informatika,"Data Analytics, Artificial Intelligence, Time Series Prediction",2.951,691,2.982,702
https://sinta.kemdiktisaintek.go.id/authors/profile/6834179,AGUNG TEGUH SETYADI,Politeknik Elektronika Negeri Surabaya,D3 - Teknik Informatika (Kampus Kab Lamongan),"Game Technology, Artificial Intelligence, Machine Learning, Deep Learning",152,108,152,108
https://sinta.kemdiktisaintek.go.id/authors/profile/6694979,JAYANTI YUSMAH SARI,Universitas Sembilanbelas November Kolaka,S1 - Ilmu Komputer,"image processing, artificial intelligence, biometrics, educational technology",820,423,820,423
https://sinta.kemdiktisaintek.go.id/authors/profile/6765096,AHMADI IRMANSYAH LUBIS,Politeknik Negeri Batam,D4 - Teknologi Rekayasa Perangkat Lunak,"Artificial Intelligence, Computer Science, Software Engineering, Statistics",1.012,465,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6804679,DWINA SATRINIA,Universitas Telkom,S1 - Sistem Informasi (Kampus Jakarta),"Data Mining, Artificial Intelligence",375,196,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6903525,KUSNADI,Universitas Nahdlatul Ulama Kalimantan Timur,S1 - Teknik Informatika,"Teknologi Komputer, Kecerdasan Buatan",14,12,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6662723,BUDI SUNARKO,Universitas Negeri Semarang,S1 - Teknik Elektro,"Image Processing, Artificial Intelligence",1.228,425,1.228,425
https://sinta.kemdiktisaintek.go.id/authors/profile/6004449,SUPIYANDI,Universitas Pembangunan Panca Budi,S1 - Teknologi Informasi,"Networking, Digital Forensic, Kecerdasan Buatan, Sistem Pendukung Keputusan",1.454,640,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6006437,FAUZAN PRASETYO EKA PUTRA,Universitas Madura,S1 - Informatika,"Artificial Intelligence, Networking, Nano Technology",704,308,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6130877,IMAM MUSLEM R,Universitas Almuslim,S1 - Informatika,"Artificial Intelligence, Metaheuristics",1.012,664,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6747964,HENRY SIMANJUNTAK,Institut Teknologi Bisnis dan Bahasa Dian Cipta Cendikia,S1 - Sistem Informasi,"data science, artificial inteligent",17,7,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5991087,DIAN RACHMAWATI,Universitas Sumatera Utara,S1 - Ilmu Komputer,"Genetic algorithm, Data Security, Optimization, Expert System, Graph Theory",2.120,238,2.120,238
https://sinta.kemdiktisaintek.go.id/authors/profile/6001933,INDRA HIDAYATULLOH,Universitas Negeri Yogyakarta,D4 - Teknik Elektronika,"Artificial Intelligence, Machine Learning, Software Engineering",415,98,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5976720,RIKI MUKHAIYAR,Universitas Negeri Padang,D4 - Teknik Elektro Industri,"Image Processing, Artificial Intelligent, Signal Processing, TVET, GIS",1.690,174,1.690,174
https://sinta.kemdiktisaintek.go.id/authors/profile/6200924,IMAM EKOWICAKSONO,Institut Teknologi Sumatera,S1 - Teknik Informatika,"Computer Vision, Artificial Intelligence, Operations Research",265,135,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6028204,MITRA ISTIAR WARDHANA,Universitas Negeri Malang,D4 - Animasi,"Kecerdasan Buatan, Animasi, Game",421,170,421,170
https://sinta.kemdiktisaintek.go.id/authors/profile/6802513,DIAN NURSANTIKA,Universitas Terbuka,S1 - Sains Data,"Computer Vision, Artificial Intelligence, Machine Learning",221,77,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6702207,FEBIE ELFALADONNA,Politeknik Negeri Sriwijaya,D4 - Manajemen Informatika,"Sistem Pakar, Data Mining, Data Science",307,247,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6134741,UCI RAHMALISA,Universitas Hang Tuah Pekanbaru,S1 - Teknik Informatika,"IoT, Artificial Intelligence, SPK, Sistem Pendukung Keputusan, Rekayasa Perangkat Lunak",2.188,684,2.188,684
https://sinta.kemdiktisaintek.go.id/authors/profile/6054620,I PUTU SUSILA,Badan Riset dan Inovasi Nasional,Unknown,"Deteksi Radiasi dan Instrumentasi Nuklir, Kecerdasan Buatan, Embedded System, Image Processing, Software Development",462,81,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6004956,PATRICIA ARDANARI,Universitas Atma Jaya Yogyakarta,S1 - Informatika,"Riset Operasi, Kecerdasan Buatan",30,7,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6825648,FRIED SINLAE,Universitas Bhayangkara Jakarta Raya,S1 - Informatika,"Software Engineer, Data Science, Machine Learning, Artificial Intelligence",437,308,447,318
https://sinta.kemdiktisaintek.go.id/authors/profile/6770077,FEBI NUR SALISAH,Universitas Islam Negeri Sultan Syarif Kasim Riau,S1 - Sistem Informasi,"Expert System, Management Information System",76,5,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6682755,MUHAMMAD YUSUF EFFENDY,Universitas Raharja,S1 - Teknik Informatika,"Information System Management, Expert System, Artificial Intelligent, Decision Support Systems, Financial Market",28,12,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6150236,LAILIA RAHMAWATI,Universitas Darul ulum,S1 - Teknik Informatika,"Digital Image Processing, Artificial Intelegence",195,124,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6719694,PUPUT BUDI WINTORO,Universitas Lampung,S1 - Teknik Informatika,"Artificial Intelligence, Web Programming, 3D",99,88,99,88
https://sinta.kemdiktisaintek.go.id/authors/profile/6796333,NURUL AFIFAH ARIFUDDIN,Universitas Pembangunan Nasional Veteran Jakarta,S1 - Informatika,"Artificial Intelligence, Computer Vision",247,126,247,126
https://sinta.kemdiktisaintek.go.id/authors/profile/151662,MUHAMMAD S HENDRIYAWAN A,Universitas Teknologi Yogyakarta,S1 - Teknik Elektro,"Robotic Vision, SLAM, Artificial Intelligence, Embedded System, Unmanned System",685,302,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6657351,SITI KOMSIYAH,Universitas Bina Nusantara,S1 - Matematika,"optimization modelling, fuzzy MCDM, decision support system, Artificial intelligence",508,190,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6832933,ARIKA JUWITA Z,Universitas Metamedia,S1 - Bisnis Digital,Sistem Pakar,107,67,107,67
https://sinta.kemdiktisaintek.go.id/authors/profile/6819678,ALIFIAN SUKMA,Universitas Airlangga,D4 - Teknik Informatika,"Artificial Intelegence, Text Mining, Information System Management",79,40,79,40
https://sinta.kemdiktisaintek.go.id/authors/profile/6972695,THALITA DEWI RAHMANIAR,Universitas Telkom,Unknown,"Artificial Intelligent, Biomedical Engineering",141,140,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6719785,AFNINDAR FAKHRURROZI,Badan Riset dan Inovasi Nasional,Unknown,"Geoinformatics, Information Technology, Geospatial Information System and GIS, Artificial Intelligence, Remote Sensing",16,1,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/158710,M. MAHAPUTRA HIDAYAT,Universitas Bhayangkara Surabaya,S1 - Teknik Informatika,"Artificial Intelligence, Educational Data Mining, Computer vision, Digital Image Processing, Digital Marketing",601,290,601,290
https://sinta.kemdiktisaintek.go.id/authors/profile/6145124,RINA DEWI INDAHSARI,Institut Teknologi dan Bisnis Asia Malang,S1 - Teknik Informatika,"expert system, knowledge based system, information system, design and multimedia, optimization",269,49,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6773644,MUHAMMAD INSAN AL-AMIN,Universitas Islam Negeri Sunan Gunung Djati,S1 - Teknik Informatika,"artificial intelligence, data engineering, gis, education technology",282,201,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5973058,HANSI EFFENDI,Universitas Negeri Padang,S1 - Pendidikan Teknik Elektro,"Pendidikan Teknologi Kejuruan, Pendidikan Teknologi Kejuruan, Blended Learning, AI, Blended Learning, AI, Programming, Programming, Electrical Power Engineering Research Group, Electrical Power Engineering Research Group",1.855,441,1.855,441
https://sinta.kemdiktisaintek.go.id/authors/profile/5997090,NURFIA OKTAVIANI SYAMSIAH,Universitas Bina Sarana Informatika,D3 - Sistem Informasi Akuntansi Kampus Kota Pontianak,"Information System, data mining, software engineering, artificial intellegence",493,220,493,220
https://sinta.kemdiktisaintek.go.id/authors/profile/6098828,SUMIATI,Universitas Serang Raya,S1 - Teknik Informatika,Artificial Intelligence,953,217,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6683021,NI WAYAN ARI ULANDARI,Institut Teknologi dan Bisnis STIKOM Bali,S1 - Sistem Informasi,"Expert System, Decision Support System",239,185,239,185
https://sinta.kemdiktisaintek.go.id/authors/profile/5996682,SULISTIYAH,Universitas Bina Sarana Informatika,S1 - Sistem Informasi,kecerdasan buatan,257,140,257,140
https://sinta.kemdiktisaintek.go.id/authors/profile/6833683,NANDA SAPUTRI,Politeknik Negeri Lhokseumawe,D4 - Teknologi Rekayasa Multimedia,"Multimedia, Data mining, Internet of thing, Artificial Intellegence",35,32,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6657178,DETTY PURNAMASARI,Universitas Gunadarma,S3 - Ilmu Komunikasi,"database, artificial intelligence, data mining, web semantic, e-commerce",547,205,547,205
https://sinta.kemdiktisaintek.go.id/authors/profile/28408,FHIRA NHITA,Universitas Telkom,S1 - Sains Data,"Data Mining, Artificial Intelligence",1.374,228,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/5975037,MULJONO,Universitas Dian Nuswantoro,S3 - Ilmu Komputer,"artificial intelligent, machine learning, speech processing, text processing",3.787,1.293,3.787,1.293
https://sinta.kemdiktisaintek.go.id/authors/profile/5974046,CAHYA DAMARJATI,Universitas Muhammadiyah Yogyakarta,S1 - Teknologi Informasi,"Information security, Artificial Intelligence",1.163,679,49,17
https://sinta.kemdiktisaintek.go.id/authors/profile/6159971,DECI IRMAYANI,Universitas Labuhanbatu,D3 - Manajemen Informatika,"sistem informasi, database, artificial intellegent",490,44,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6650100,MUHAMMAD SYAHID PEBRIADI,Politeknik Negeri Banjarmasin,D3 - Komputerisasi Akuntansi,"Artificial Intelligence, Financial Technology",373,166,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6010587,RINA HARIMURTI,Universitas Negeri Surabaya,S1 - Pendidikan Teknik Elektro,"Pendidikan Teknologi dan Informasi, Interaksi Manusia dan Komputer, Kecerdasan Buatan",883,212,848.148.000,263.272.000
https://sinta.kemdiktisaintek.go.id/authors/profile/6886298,JEMIE MULIADI,Universitas 17 Agustus 1945 Jakarta,S1 - Informatika,"Artificial Intelligence, Control Engineering, Aerospace Engineering",478,147,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6844205,AGATHA DEOLIKA,Institut Teknologi dan Sains Nahdlatul Ulama Kalimantan,S1 - Teknik Komputer,"Artificial Intelligent, ANN, Data Mining, IOT",449,301,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6732129,SEVIA INDAH PURNAMA,Universitas Telkom,S1 - Teknik Biomedis (Kampus Kabupaten Banyumas),"IoMT, AI, Assistive Technology",409,273,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6944795,YUSUF EFFENDI,Universitas Hayam Wuruk Perbanas,S1 - Informatika,"data mining, machine learning, expert system, computer science, web programming",50,26,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6725566,RYFIAL AZHAR,Universitas Tadulako,S1 - Teknik Informatika,"Artificial Intelligence, Image processing",282,102,0,0
https://sinta.kemdiktisaintek.go.id/authors/profile/6166940,HADITSAH ANNUR,Universitas Ichsan Gorontalo,S1 - Teknik Informatika,"Computer Science, Data Mining, Artificial Intelligence, Geographic Information System",247,52,255,54
https://sinta.kemdiktisaintek.go.id/authors/profile/5977959,IMAM SANTOSO,Universitas Diponegoro,S1 - Teknik Elektro,"Digital Signal Processing, Artificial Intelligence, Machine Learning, Digital Image Processing",920,67,20.506.100,2.650.480
